sale_id,customer_id,product_id,sale_date,channel,quantity,unit_price,discount_pct
83,45,2,2026-02-16,App,3,533.57,0.0
84,76,8,2025-08-17,App,4,767.92,0.15
85,83,29,2026-04-11,Web,2,504.54,0.0
86,63,40,2025-06-08,Web,1,586.39,0.05
87,42,25,2025-12-03,App,1,633.19,0.05
88,59,40,2025-07-11,Web,2,586.39,0.0
89,80,26,2025-06-11,Web,2,696.52,0.0
90,15,40,2025-06-20,Loja,2,586.39,0.15
91,16,33,2025-05-07,Web,1,636.77,0.1
92,3,27,2025-03-29,Web,2,118.69,0.15
93,73,36,2025-04-09,Web,2,686.46,0.15
94,74,5,2026-06-17,Loja,2,523.44,0.1
95,39,10,2025-11-22,Loja,1,721.56,0.1
96,5,20,2026-08-14,App,3,220.61,0.1
97,99,18,2026-08-17,App,1,226.25,0.1
98,82,33,2025-03-23,App,2,636.77,0.0
99,68,26,2025-06-17,App,4,696.52,0.05
100,85,20,2026-05-18,Loja,3,220.61,0.05
101,38,19,2025-02-24,Web,3,522.21,0.1
102,12,18,2026-05-14,App,3,226.25,0.15
103,40,15,2025-11-12,App,2,128.66,0.0
104,85,5,2026-03-30,Web,1,523.44,0.05
105,96,35,2026-03-12,Loja,1,330.39,0.05
106,28,10,2026-07-24,App,1,721.56,0.1
107,64,6,2025-11-08,Loja,2,787.09,0.0
108,24,21,2025-01-20,App,3,606.28,0.1
109,5,20,2025-08-11,Web,2,220.61,0.0
110,2,21,2025-08-25,Loja,2,606.28,0.05
111,95,1,2025-12-30,Loja,4,60.7,0.0
112,36,39,2026-09-01,Web,4,323.32,0.0
113,19,14,2025-12-03,App,3,260.22,0.1
114,87,27,2025-03-22,Web,2,118.69,0.05
115,42,22,2026-07-28,App,2,124.16,0.05
116,4,26,2026-08-15,App,2,696.52,0.1
117,79,19,2025-08-25,Web,3,522.21,0.0
118,49,20,2025-07-14,App,1,220.61,0.0
119,84,2,2026-03-17,App,2,533.57,0.0
120,67,27,2026-01-31,Web,3,118.69,0.0
121,97,13,2025-04-05,Web,2,397.88,0.0
122,98,2,2026-04-30,Web,4,533.57,0.0
123,15,7,2025-06-30,Loja,1,58.53,0.05
124,92,19,2025-10-26,App,3,522.21,0.1
125,15,33,2025-10-13,App,4,636.77,0.15
126,33,20,2026-04-20,Loja,1,220.61,0.1
127,45,11,2025-05-19,Loja,3,640.27,0.05
128,27,37,2025-06-14,Web,3,217.27,0.05
129,1,28,2025-12-15,Web,3,329.1,0.0
130,89,29,2025-08-07,Loja,2,504.54,0.05
131,4,20,2025-06-27,App,1,220.61,0.0
132,42,32,2025-06-22,Loja,2,491.04,0.0
133,23,19,2025-11-12,App,2,522.21,0.0
134,28,33,2026-02-10,App,3,636.77,0.05
135,32,30,2025-11-03,App,3,163.48,0.0
136,56,14,2025-07-13,Web,2,260.22,0.05
137,92,36,2025-07-07,Web,4,686.46,0.1
138,49,24,2026-05-14,Web,4,39.75,0.0
139,71,14,2025-05-04,Loja,4,260.22,0.0
140,40,7,2026-06-18,Web,1,58.53,0.0
141,57,29,2025-04-03,Loja,1,504.54,0.0
142,78,34,2026-02-12,App,4,322.37,0.05
143,24,36,2026-08-03,App,4,686.46,0.05
144,9,12,2025-05-26,Web,2,489.06,0.05
145,72,37,2025-09-25,App,4,217.27,0.05
146,96,40,2025-04-29,App,4,586.39,0.15
147,83,17,2025-07-27,Web,1,764.1,0.0
148,61,24,2025-10-26,Loja,4,39.75,0.05
149,61,20,2025-10-14,Web,2,220.61,0.15
150,79,36,2026-08-27,Loja,3,686.46,0.05
151,54,4,2025-08-24,Loja,4,327.73,0.15
152,86,6,2025-07-03,Loja,3,787.09,0.0
153,93,10,2025-07-09,App,2,721.56,0.0
154,77,26,2026-07-02,App,4,696.52,0.1
155,33,15,2025-03-31,Loja,2,128.66,0.15
156,73,30,2025-03-06,Web,1,163.48,0.05
157,66,17,2026-07-22,Loja,2,764.1,0.0
158,90,10,2026-03-06,Loja,2,721.56,0.1
159,80,5,2025-07-04,App,4,523.44,0.05
160,92,38,2025-10-26,App,2,601.73,0.0
161,86,29,2025-09-24,Loja,4,504.54,0.0
162,37,30,2026-08-24,Loja,4,163.48,0.1
163,86,28,2026-01-07,App,2,329.1,0.0
164,68,11,2026-03-15,Loja,3,640.27,0.05
165,87,39,2025-06-14,Web,1,323.32,0.05
166,43,4,2025-08-20,Web,2,327.73,0.0
167,77,3,2026-06-24,Loja,2,347.25,0.05
168,7,36,2026-05-08,Loja,1,686.46,0.0
169,51,22,2026-01-21,App,2,124.16,0.0
170,22,38,2025-05-30,Web,4,601.73,0.0
171,22,29,2026-02-18,App,4,504.54,0.1
172,87,31,2025-07-29,Loja,3,177.26,0.0
173,15,5,2025-12-11,Web,2,523.44,0.0
174,84,3,2025-12-12,Loja,1,347.25,0.1
175,35,30,2025-03-28,Loja,4,163.48,0.1
176,97,34,2026-06-21,Loja,4,322.37,0.0
177,46,24,2026-06-13,App,3,39.75,0.0
178,13,35,2026-04-13,App,1,330.39,0.05
179,62,9,2025-10-17,Loja,4,42.07,0.1
180,32,25,2025-02-25,Loja,1,633.19,0.1
181,61,39,2025-09-27,App,3,323.32,0.0
182,100,22,2026-03-22,App,4,124.16,0.0
183,41,26,2026-01-06,App,3,696.52,0.0
184,4,40,2025-04-03,App,3,586.39,0.1
185,64,27,2026-04-26,App,1,118.69,0.0
186,50,26,2025-08-21,Loja,4,696.52,0.05
187,18,34,2025-07-01,Loja,3,322.37,0.0
188,48,7,2026-02-19,Loja,1,58.53,0.0
189,14,24,2026-06-13,Web,4,39.75,0.1
190,52,27,2026-05-21,Web,1,118.69,0.15
191,30,29,2025-10-10,Web,4,504.54,0.0
192,84,16,2025-07-27,Web,1,318.25,0.0
193,51,22,2025-07-22,Loja,3,124.16,0.15
194,37,17,2025-04-06,Loja,1,764.1,0.1
195,89,23,2025-09-08,App,3,329.63,0.0
196,45,17,2025-03-05,App,4,764.1,0.1
197,4,24,2025-01-21,Loja,4,39.75,0.05
198,63,27,2026-07-19,Loja,2,118.69,0.0
199,91,10,2026-04-21,Loja,4,721.56,0.05
200,35,21,2025-02-21,App,1,606.28,0.15
201,24,23,2025-02-12,Web,3,329.63,0.05
202,5,14,2025-09-28,Loja,2,260.22,0.15
203,79,20,2026-06-20,Web,2,220.61,0.1
204,34,18,2026-03-19,Loja,1,226.25,0.0
205,45,22,2026-01-25,App,1,124.16,0.15
206,10,6,2026-05-13,Loja,4,787.09,0.05
207,69,37,2025-12-11,Web,3,217.27,0.0
208,62,16,2026-02-09,Loja,1,318.25,0.0
209,68,12,2025-01-16,App,2,489.06,0.0
210,19,1,2025-07-04,App,3,60.7,0.0
211,83,14,2026-08-13,Web,1,260.22,0.0
212,26,22,2026-01-10,App,4,124.16,0.0
213,19,35,2025-05-14,Loja,3,330.39,0.0
214,54,36,2025-10-14,App,3,686.46,0.05
215,48,21,2025-08-01,Loja,3,606.28,0.1
216,71,38,2025-02-03,App,2,601.73,0.05
217,34,8,2026-07-10,Loja,2,767.92,0.15
218,83,23,2025-11-19,App,4,329.63,0.0
219,2,10,2025-02-19,Loja,2,721.56,0.15
220,21,23,2026-05-21,Loja,1,329.63,0.1
221,68,22,2025-06-08,Loja,4,124.16,0.1
222,88,29,2025-08-22,Web,4,504.54,0.1
223,62,36,2025-05-02,Loja,1,686.46,0.05
224,34,27,2026-03-13,Web,4,118.69,0.05
225,34,27,2025-09-10,App,3,118.69,0.0
226,9,40,2025-12-03,App,4,586.39,0.0
227,57,11,2025-06-29,Loja,4,640.27,0.05
228,89,12,2026-05-11,Web,4,489.06,0.05
229,32,6,2026-05-18,Loja,2,787.09,0.15
230,22,4,2025-03-20,App,1,327.73,0.1
231,99,30,2026-08-03,App,2,163.48,0.1
232,41,18,2025-03-24,Web,4,226.25,0.1
233,74,16,2025-08-18,Loja,4,318.25,0.05
234,48,37,2025-11-03,Loja,1,217.27,0.05
235,82,37,2025-01-22,Web,3,217.27,0.15
236,39,22,2026-04-03,Web,1,124.16,0.1
237,4,23,2025-07-31,Web,2,329.63,0.0
238,79,33,2026-02-11,Web,4,636.77,0.0
239,57,6,2025-01-18,Loja,2,787.09,0.0
240,53,33,2025-02-05,Web,1,636.77,0.1
241,76,35,2025-07-22,Web,4,330.39,0.1
242,73,1,2025-12-20,Web,1,60.7,0.0
243,100,11,2026-06-11,Web,2,640.27,0.05
244,53,37,2026-01-01,Loja,3,217.27,0.0
245,92,16,2026-08-29,App,4,318.25,0.0
246,40,14,2025-02-11,App,4,260.22,0.1
247,17,2,2025-11-09,App,2,533.57,0.0
248,38,4,2026-07-03,App,4,327.73,0.0
249,12,4,2025-02-07,App,4,327.73,0.15
250,34,16,2026-03-11,Web,2,318.25,0.1
251,20,36,2025-12-14,Loja,3,686.46,0.0
252,93,15,2025-05-26,App,4,128.66,0.0
253,57,33,2026-02-06,Web,3,636.77,0.0
254,8,19,2025-07-24,Web,2,522.21,0.05
255,59,9,2026-04-02,Loja,2,42.07,0.0
256,58,9,2026-08-02,Loja,1,42.07,0.05
257,5,27,2026-01-05,Web,2,118.69,0.0
258,37,31,2026-01-18,Loja,4,177.26,0.0
259,28,32,2026-01-09,Web,3,491.04,0.0
260,24,3,2026-05-11,App,4,347.25,0.05
261,24,8,2026-03-22,Web,1,767.92,0.05
262,54,11,2025-01-24,Loja,4,640.27,0.15
263,35,14,2025-07-19,App,3,260.22,0.15
264,57,12,2025-06-12,Loja,4,489.06,0.15
265,57,24,2026-04-07,App,2,39.75,0.0
266,73,34,2025-11-05,Loja,4,322.37,0.0
267,27,26,2025-07-18,Loja,1,696.52,0.05
268,30,40,2025-01-04,Loja,1,586.39,0.0
269,60,1,2025-04-11,Loja,3,60.7,0.0
270,66,14,2026-06-05,Web,3,260.22,0.15
271,78,19,2026-03-25,Web,2,522.21,0.05
272,81,6,2026-04-12,Web,3,787.09,0.15
273,32,32,2026-06-12,Loja,4,491.04,0.0
274,57,14,2025-05-18,App,4,260.22,0.0
275,32,20,2025-05-24,Web,2,220.61,0.0
276,94,40,2025-07-08,Loja,3,586.39,0.05
277,63,33,2025-01-31,Loja,4,636.77,0.15
278,53,36,2026-08-06,Web,1,686.46,0.0
279,46,30,2025-06-16,App,4,163.48,0.0
280,65,9,2026-08-21,Loja,4,42.07,0.0
281,16,1,2026-01-14,Web,4,60.7,0.0
282,81,18,2025-01-09,Loja,1,226.25,0.1
283,85,17,2025-07-09,App,2,764.1,0.0
284,43,23,2026-07-10,Loja,3,329.63,0.05
285,70,29,2025-10-11,App,2,504.54,0.0
286,1,2,2026-01-17,Web,4,533.57,0.15
287,48,17,2025-04-14,Loja,4,764.1,0.1
288,42,40,2025-11-28,Web,3,586.39,0.0
289,91,6,2025-10-19,App,4,787.09,0.1
290,9,10,2025-09-01,Web,2,721.56,0.0
291,10,14,2025-02-03,App,1,260.22,0.0
292,40,22,2026-02-13,App,4,124.16,0.15
293,86,3,2025-06-10,Web,4,347.25,0.1
294,26,10,2026-06-30,Loja,1,721.56,0.15
295,32,12,2026-05-25,App,1,489.06,0.15
296,92,31,2025-03-29,Web,2,177.26,0.0
297,29,3,2026-01-20,App,1,347.25,0.1
298,42,9,2026-06-09,Loja,1,42.07,0.0
299,20,28,2026-07-13,Web,4,329.1,0.0
300,80,37,2025-08-27,Web,4,217.27,0.1
301,15,3,2026-05-19,App,2,347.25,0.0
302,77,7,2026-05-24,Web,1,58.53,0.0
303,35,15,2025-06-24,Web,4,128.66,0.0
304,96,9,2025-06-01,Web,2,42.07,0.15
305,85,28,2026-06-24,App,3,329.1,0.05
306,9,4,2025-01-07,Loja,2,327.73,0.0
307,63,38,2026-05-01,App,4,601.73,0.05
308,74,2,2026-08-27,App,2,533.57,0.15
309,78,26,2026-04-30,App,3,696.52,0.05
310,97,7,2025-05-30,Web,4,58.53,0.0
311,11,18,2025-12-10,App,3,226.25,0.15
312,39,24,2026-06-17,Loja,2,39.75,0.1
313,72,31,2026-02-03,Web,1,177.26,0.0
314,59,37,2026-01-18,Loja,3,217.27,0.1
315,12,21,2025-07-10,App,1,606.28,0.0
316,24,9,2025-03-27,Loja,1,42.07,0.1
317,78,23,2026-03-15,Loja,4,329.63,0.05
318,59,40,2025-03-01,Web,4,586.39,0.0
319,39,27,2025-04-03,App,3,118.69,0.15
320,44,1,2025-04-17,Web,2,60.7,0.05
321,7,8,2025-01-25,Web,1,767.92,0.0
322,46,19,2025-03-14,Web,4,522.21,0.15
323,90,17,2026-01-01,Web,3,764.1,0.05
324,89,1,2025-06-19,Loja,2,60.7,0.1
325,53,17,2025-07-04,App,1,764.1,0.05
326,61,28,2025-03-03,Loja,1,329.1,0.0
327,18,3,2026-07-19,Web,4,347.25,0.0
328,96,22,2025-02-28,App,3,124.16,0.0
329,90,30,2026-05-02,Web,2,163.48,0.0
330,80,26,2026-08-02,Web,2,696.52,0.1
331,49,5,2025-10-01,Web,3,523.44,0.15
332,65,13,2025-01-13,Web,1,397.88,0.0
333,60,32,2026-07-17,Web,4,491.04,0.05
334,20,40,2025-01-13,App,4,586.39,0.15
335,60,15,2025-07-09,App,2,128.66,0.15
336,82,16,2025-05-08,Web,4,318.25,0.05
337,54,33,2025-04-23,Web,4,636.77,0.15
338,36,31,2025-04-02,Loja,1,177.26,0.0
339,95,20,2025-03-03,Loja,3,220.61,0.0
340,11,18,2025-03-25,Web,3,226.25,0.1
341,22,30,2025-07-05,Loja,2,163.48,0.05
342,75,38,2025-04-17,Web,3,601.73,0.0
343,78,34,2025-06-06,Web,3,322.37,0.0
344,77,36,2025-12-18,Loja,1,686.46,0.05
345,57,37,2026-06-12,Loja,1,217.27,0.1
346,26,37,2025-10-01,Loja,3,217.27,0.0
347,92,31,2025-04-23,Web,1,177.26,0.0
348,53,7,2025-07-13,App,2,58.53,0.05
349,87,33,2025-09-07,App,2,636.77,0.05
350,49,39,2026-01-18,Web,4,323.32,0.05
351,18,18,2025-12-30,Loja,4,226.25,0.15
352,46,11,2026-05-03,Loja,1,640.27,0.05
353,58,20,2025-12-16,Web,4,220.61,0.15
354,93,9,2025-07-15,Web,2,42.07,0.15
355,9,1,2026-04-10,App,3,60.7,0.0
356,30,29,2026-03-25,Loja,2,504.54,0.0
357,74,14,2025-03-14,Web,1,260.22,0.15
358,21,39,2025-06-07,Loja,2,323.32,0.1
359,50,5,2025-09-13,App,2,523.44,0.1
360,30,27,2026-07-22,Loja,4,118.69,0.0
361,85,17,2026-02-25,App,1,764.1,0.05
362,79,16,2025-07-25,App,3,318.25,0.15
363,57,18,2025-04-24,Web,2,226.25,0.15
364,57,38,2026-07-29,App,3,601.73,0.0
365,69,20,2026-08-04,Web,1,220.61,0.0
366,62,12,2026-04-17,Loja,3,489.06,0.0
367,68,3,2025-12-06,Web,3,347.25,0.0
368,96,12,2026-08-13,Loja,4,489.06,0.15
369,85,6,2025-10-29,App,1,787.09,0.0
370,64,28,2025-03-03,Loja,1,329.1,0.1
371,11,38,2026-04-10,Loja,2,601.73,0.0
372,21,4,2025-12-18,App,1,327.73,0.1
373,91,24,2025-11-23,Loja,3,39.75,0.0
374,23,18,2025-03-29,Loja,2,226.25,0.0
375,58,4,2026-02-13,Loja,4,327.73,0.15
376,15,37,2025-06-22,Web,3,217.27,0.0
377,44,12,2025-07-18,Loja,3,489.06,0.0
378,37,26,2025-12-12,Web,3,696.52,0.1
379,19,13,2025-11-16,Web,4,397.88,0.15
380,91,21,2025-06-23,Web,4,606.28,0.15
381,25,21,2025-11-16,Loja,3,606.28,0.15
382,42,1,2025-11-16,Loja,1,60.7,0.1
383,40,31,2026-02-21,App,1,177.26,0.05
384,19,4,2025-10-06,Loja,4,327.73,0.05
385,15,22,2025-07-07,Loja,3,124.16,0.1
386,40,28,2025-07-09,Web,2,329.1,0.0
387,91,6,2025-10-20,Loja,1,787.09,0.1
388,98,5,2026-04-12,Loja,2,523.44,0.0
389,35,40,2025-08-13,Loja,2,586.39,0.15
390,9,11,2026-06-04,App,2,640.27,0.0
391,82,14,2026-02-18,App,2,260.22,0.05
392,23,28,2025-05-03,App,2,329.1,0.0
393,27,28,2026-03-13,Loja,2,329.1,0.15
394,48,30,2026-06-16,Web,4,163.48,0.0
395,65,7,2026-08-16,Web,3,58.53,0.0
396,35,9,2025-01-23,App,2,42.07,0.1
397,8,5,2025-01-24,App,4,523.44,0.05
398,77,16,2026-02-28,Web,2,318.25,0.1
399,35,1,2026-01-10,Web,2,60.7,0.1
400,20,11,2025-05-19,App,3,640.27,0.05
401,11,11,2026-02-09,Loja,1,640.27,0.1
402,88,18,2025-07-24,Loja,1,226.25,0.1
403,96,40,2025-01-08,App,4,586.39,0.0
404,12,10,2026-01-15,App,1,721.56,0.05
405,90,12,2025-01-09,Web,3,489.06,0.05
406,36,25,2025-03-17,Web,1,633.19,0.05
407,27,27,2025-08-05,Loja,4,118.69,0.05
408,83,26,2025-02-17,Loja,1,696.52,0.15
409,51,13,2025-10-20,App,2,397.88,0.0
410,62,21,2025-11-21,Web,1,606.28,0.0
411,47,24,2025-10-16,Web,2,39.75,0.05
412,36,37,2025-06-20,Loja,3,217.27,0.05
413,88,6,2026-03-23,App,1,787.09,0.05
414,94,38,2025-07-10,Web,1,601.73,0.1
415,61,27,2026-03-21,Loja,3,118.69,0.05
416,53,26,2026-07-31,App,1,696.52,0.1
417,72,1,2026-03-16,App,3,60.7,0.1
418,69,38,2025-04-20,Loja,2,601.73,0.0
419,53,38,2026-05-10,Loja,2,601.73,0.0
420,30,36,2025-08-30,App,1,686.46,0.0
421,44,36,2026-01-27,Web,2,686.46,0.0
422,77,34,2025-03-04,App,3,322.37,0.05
423,21,2,2026-08-14,App,4,533.57,0.15
424,75,13,2025-04-12,Loja,4,397.88,0.0
425,61,3,2025-04-05,Web,2,347.25,0.05
426,6,11,2026-03-02,Loja,4,640.27,0.0
427,72,39,2026-08-15,Loja,1,323.32,0.1
428,83,18,2025-06-11,Loja,4,226.25,0.0
429,11,10,2025-09-14,Loja,3,721.56,0.0
430,96,29,2026-03-30,Loja,4,504.54,0.0
431,24,31,2025-04-14,App,2,177.26,0.05
432,94,28,2026-05-11,App,1,329.1,0.0
433,5,23,2025-08-21,Web,2,329.63,0.05
434,63,7,2026-08-17,Loja,1,58.53,0.0
435,89,35,2026-03-04,App,1,330.39,0.0
436,48,11,2026-01-19,Web,4,640.27,0.0
437,78,34,2025-06-07,Loja,3,322.37,0.1
438,64,13,2026-03-19,Web,4,397.88,0.15
439,68,26,2026-07-26,Web,2,696.52,0.15
440,73,1,2025-10-06,Web,1,60.7,0.05
441,99,16,2026-06-24,Web,4,318.25,0.1
442,74,31,2025-07-09,Web,1,177.26,0.15
443,69,27,2026-04-21,Loja,4,118.69,0.0
444,16,18,2026-06-07,Loja,1,226.25,0.0
445,77,11,2026-06-07,Web,2,640.27,0.05
446,88,17,2025-09-10,Loja,4,764.1,0.0
447,94,17,2026-03-03,Loja,1,764.1,0.05
448,7,10,2026-07-20,Loja,4,721.56,0.15
449,60,33,2026-01-09,Web,4,636.77,0.0
450,15,27,2026-05-23,Web,3,118.69,0.0
451,20,9,2025-09-13,Web,4,42.07,0.05
452,83,39,2026-04-13,Web,3,323.32,0.0
453,98,22,2026-01-10,Web,4,124.16,0.0
454,92,21,2026-04-21,App,3,606.28,0.1
455,20,13,2025-02-16,Loja,2,397.88,0.0
456,40,30,2025-08-13,App,4,163.48,0.0
457,50,4,2025-10-04,Loja,2,327.73,0.0
458,12,8,2025-09-09,App,2,767.92,0.0
459,70,22,2026-07-22,Loja,4,124.16,0.15
460,2,30,2025-08-10,Web,1,163.48,0.05
461,87,30,2025-02-14,App,3,163.48,0.0
462,44,2,2025-05-16,App,2,533.57,0.1
463,10,13,2026-04-21,App,4,397.88,0.0
464,3,33,2025-11-14,App,4,636.77,0.05
465,71,16,2026-07-13,App,3,318.25,0.1
466,5,22,2025-10-09,App,2,124.16,0.1
467,98,34,2025-04-04,App,3,322.37,0.0
468,43,15,2026-08-01,App,4,128.66,0.1
469,67,19,2026-01-02,Web,3,522.21,0.0
470,93,12,2026-04-15,App,2,489.06,0.0
471,40,8,2026-05-21,Web,3,767.92,0.1
472,22,31,2025-08-14,Loja,4,177.26,0.0
473,43,13,2026-08-27,Loja,2,397.88,0.1
474,97,25,2026-05-31,App,4,633.19,0.15
475,12,16,2026-06-03,Web,3,318.25,0.1
476,84,20,2026-08-27,Loja,1,220.61,0.15
477,28,20,2025-03-15,App,1,220.61,0.05
478,79,38,2026-07-23,Loja,4,601.73,0.15
479,86,22,2026-08-08,App,1,124.16,0.05
480,6,27,2026-03-18,Web,2,118.69,0.05
481,69,3,2025-12-28,Web,1,347.25,0.05
482,72,29,2025-07-15,Loja,1,504.54,0.15
483,48,20,2026-04-08,Loja,1,220.61,0.15
484,92,2,2025-10-14,Web,1,533.57,0.05
485,71,20,2026-01-15,Web,2,220.61,0.0
486,14,21,2025-07-24,Web,3,606.28,0.05
487,28,10,2025-09-11,Loja,1,721.56,0.0
488,100,3,2025-05-31,Web,2,347.25,0.0
489,61,17,2025-03-26,Web,1,764.1,0.15
490,19,40,2025-11-06,App,4,586.39,0.0
491,48,32,2026-03-18,Loja,1,491.04,0.05
492,65,40,2025-02-14,App,3,586.39,0.05
493,50,33,2025-03-01,Loja,3,636.77,0.0
494,39,27,2025-01-01,App,1,118.69,0.0
495,29,36,2026-08-08,Web,1,686.46,0.1
496,55,28,2025-07-07,App,4,329.1,0.1
497,64,7,2025-03-11,Loja,2,58.53,0.0
498,48,36,2025-04-06,App,4,686.46,0.0
499,94,16,2026-06-04,Loja,2,318.25,0.15
500,52,24,2025-06-24,Web,1,39.75,0.1
501,38,17,2025-12-17,App,4,764.1,0.15
502,73,11,2025-12-27,Web,1,640.27,0.05
503,68,30,2025-05-26,App,3,163.48,0.15
504,11,31,2025-03-29,Web,2,177.26,0.05
505,43,36,2026-02-20,Web,4,686.46,0.0
506,88,29,2026-01-29,App,3,504.54,0.0
507,49,14,2026-06-09,Loja,2,260.22,0.1
508,8,37,2025-09-30,Loja,3,217.27,0.1
509,86,32,2025-05-19,Web,3,491.04,0.15
510,92,12,2026-03-25,Loja,1,489.06,0.1
511,78,17,2025-03-09,App,2,764.1,0.15
512,98,17,2026-08-29,Loja,3,764.1,0.0
513,90,1,2025-01-23,Web,1,60.7,0.0
514,3,11,2025-02-20,Loja,2,640.27,0.1
515,78,9,2025-02-02,Web,1,42.07,0.05
516,87,26,2026-04-18,App,1,696.52,0.15
517,1,14,2025-06-30,Web,1,260.22,0.1
518,29,19,2025-08-29,Web,3,522.21,0.05
519,89,3,2026-07-29,App,1,347.25,0.0
520,83,6,2026-06-23,Loja,2,787.09,0.1
521,56,38,2025-01-20,App,3,601.73,0.15
522,88,16,2026-02-02,Loja,1,318.25,0.05
523,73,5,2025-02-22,Web,4,523.44,0.0
524,28,22,2025-10-12,Web,3,124.16,0.1
525,35,40,2025-10-04,Web,3,586.39,0.1
526,24,23,2025-01-23,Loja,1,329.63,0.0
527,17,18,2026-02-22,Loja,2,226.25,0.1
528,60,34,2025-02-21,Web,2,322.37,0.15
529,3,27,2026-06-29,Loja,4,118.69,0.1
530,2,22,2026-06-15,Loja,1,124.16,0.0
531,9,10,2026-04-11,Loja,3,721.56,0.1
532,100,40,2026-03-21,Loja,1,586.39,0.0
533,71,27,2026-02-28,App,4,118.69,0.1
534,23,21,2026-06-09,Loja,4,606.28,0.1
